날짜,두바이 디저트,아인슈페너,타르트,휘낭시에,티라미수
2024-10-30,4.5533,0.83544,1.10832,1.56006,0.47237
2024-10-31,4.18488,0.86296,0.97914,1.41177,0.57862
2024-11-01,4.32399,0.84997,0.94169,1.33075,0.47543
2024-11-02,4.09545,0.93252,0.97074,3.57415,0.48766
2024-11-03,4.04041,0.93557,0.9822,1.38426,0.69021
2024-11-04,4.33546,0.69251,1.00666,1.50273,0.51747
2024-11-05,4.5426,0.79799,1.02806,1.56235,0.52205
2024-11-06,4.38285,0.74678,1.0059,1.54248,0.45785
2024-11-07,4.44706,0.76436,1.05711,1.71217,0.43415
2024-11-08,4.29265,0.81175,1.00055,1.72745,0.43874
2024-11-09,4.08093,0.88207,0.93481,4.20857,0.44868
2024-11-10,4.65267,0.90882,1.01125,2.02403,0.43645
2024-11-11,4.83306,0.64053,1.04641,2.43372,0.43645
2024-11-12,3.73238,0.72996,0.97761,1.65408,0.4074
2024-11-13,3.4702,0.76283,0.94475,1.58528,0.41734
2024-11-14,3.23325,0.76206,0.94016,1.37126,0.41275
2024-11-15,2.96954,0.7162,0.99214,1.3147,0.38065
2024-11-16,3.03069,0.99596,0.93252,1.38502,0.38218
2024-11-17,3.59785,0.8943,0.94475,1.19928,0.41352
2024-11-18,3.37848,0.71926,0.97914,1.26807,0.34854
2024-11-19,3.66358,0.72002,1.03494,1.39266,0.3623
2024-11-20,3.00165,0.69327,1.07087,1.31852,0.35466
2024-11-21,3.37618,0.70244,1.08998,1.35827,0.33631
2024-11-22,2.65157,0.74143,1.05482,1.22909,0.34702
2024-11-23,2.66533,0.89353,0.99672,1.16488,0.35389
2024-11-24,3.13235,0.88054,0.97303,1.07775,0.41046
2024-11-25,2.42914,0.61913,1.00972,1.05634,0.35695
2024-11-26,2.61946,0.67263,1.0808,1.2268,0.3753
2024-11-27,2.40086,0.65811,0.95239,1.09991,0.32256
2024-11-28,7.02219,0.60613,0.97991,1.19087,0.32256
2024-11-29,2.66609,0.67722,1.02806,1.18934,0.33402
2024-11-30,2.54685,0.79111,1.00207,1.09227,0.36383
2024-12-01,2.68138,0.8278,1.07927,0.98602,0.35925
2024-12-02,2.58889,0.60308,1.1152,1.07927,0.3753
2024-12-03,2.33818,0.62754,1.07316,1.0594,0.36383
2024-12-04,1.93612,0.58779,0.99214,1.00972,0.27899
2024-12-05,2.03396,0.63747,1.07392,1.14042,0.32256
2024-12-06,2.2304,0.71315,1.03953,1.22068,0.30803
2024-12-07,2.91527,0.77735,0.92946,1.14042,0.32332
2024-12-08,3.24471,0.79493,1.0487,1.05329,0.39364
2024-12-09,2.94279,0.60002,1.09456,1.19622,0.30574
2024-12-10,2.89158,0.73225,1.12896,1.19164,0.32179
2024-12-11,2.66074,0.71926,1.13889,1.18781,0.33937
2024-12-12,2.73794,0.76206,1.10603,1.21992,0.32103
2024-12-13,2.76775,0.74296,1.07469,1.2161,0.33326
2024-12-14,2.71195,0.905,1.11902,1.04564,0.32791
2024-12-15,2.75629,0.8729,1.15189,1.04259,0.38753
2024-12-16,2.88699,0.74831,1.22985,1.17329,0.36918
2024-12-17,2.95196,0.88895,1.12208,1.18629,0.40664
2024-12-18,2.95884,0.7376,1.20692,1.13049,0.35695
2024-12-19,2.81056,0.75901,1.23291,1.25278,0.35695
2024-12-20,2.0011,0.81939,1.27266,1.29406,0.37377
2024-12-21,2.342,0.89201,1.43165,1.16718,0.38906
2024-12-22,2.48799,0.91341,1.48974,2.15091,0.3753
2024-12-23,2.15091,0.70932,1.47751,1.79778,0.43262
2024-12-24,2.21588,0.78958,1.75879,1.66554,0.70856
2024-12-25,2.06377,1.03188,1.62885,1.4347,0.63824
2024-12-26,1.57382,0.6948,1.14501,1.36897,0.39364
2024-12-27,1.70911,0.7376,1.12284,1.36438,0.35619
2024-12-28,2.3741,0.89353,2.06912,1.28489,0.41428
2024-12-29,1.72363,0.91341,1.54401,1.12361,0.48231
2024-12-30,1.65025,0.72155,1.37967,1.24514,0.2981
2024-12-31,1.6449,0.82856,1.44005,1.19699,0.36765
2025-01-01,1.86427,0.99061,1.30323,1.12667,0.3646
2025-01-02,1.59216,0.65888,1.14883,1.18017,0.33479
2025-01-03,1.64796,0.70703,1.18093,1.21074,0.32714
2025-01-04,1.78631,0.93175,1.15189,1.22756,0.39746
2025-01-05,1.823,0.80181,1.0487,1.171,0.32332
2025-01-06,1.48286,0.57327,1.13049,1.18858,0.31033
2025-01-07,1.74198,0.66423,1.13813,1.60439,0.28892
2025-01-08,1.79013,0.67263,1.07087,1.50885,0.31338
2025-01-09,4.30336,0.62907,1.14577,1.35597,0.27899
2025-01-10,2.50099,0.67263,1.15495,1.36667,0.28052
2025-01-11,2.05307,0.94245,1.19928,1.52719,0.32026
2025-01-12,2.39933,0.94322,1.20387,1.34833,0.41963
2025-01-13,1.9323,0.63136,1.17711,1.24973,0.26217
2025-01-14,1.943,0.7185,1.25966,1.40871,0.28434
2025-01-15,1.80313,0.6841,1.24438,1.35292,0.31415
2025-01-16,2.06607,0.7185,1.18629,1.38502,0.2981
2025-01-17,2.09129,0.74219,1.20234,1.25355,0.28357
2025-01-18,2.28085,0.88818,1.18934,1.47063,0.31109
2025-01-19,2.16926,0.86372,1.20692,1.35827,0.33784
2025-01-20,2.08365,0.65964,1.1259,1.29941,0.26446
2025-01-21,2.11881,0.67722,1.15724,1.34909,0.28587
2025-01-22,2.12186,0.69862,1.15877,1.32158,0.26294
2025-01-23,1.95676,0.68716,1.0831,1.44235,0.30039
2025-01-24,1.82529,0.73225,1.11826,1.38655,0.30115
2025-01-25,2.01256,0.82092,0.98832,1.31317,0.29963
2025-01-26,2.10428,0.90576,1.02883,1.23138,0.31415
2025-01-27,1.93154,0.8171,1.05482,1.13584,0.2981
2025-01-28,1.92925,0.85608,0.96997,1.03571,0.30345
2025-01-29,2.2327,0.97761,0.94857,0.97226,0.24383
2025-01-30,2.27015,0.96386,1.10373,1.05787,0.32179
2025-01-31,1.91014,0.7292,0.97074,1.10908,0.2744
2025-02-01,2.09817,0.82398,1.12437,1.09915,0.32103
2025-02-02,2.27932,0.83315,1.27724,1.16794,0.28281
2025-02-03,2.50787,0.56792,1.04411,1.09609,0.28434
2025-02-04,2.85336,0.63289,1.11291,1.21227,0.29504
2025-02-05,2.97336,0.62907,1.16335,1.21686,0.32332
2025-02-06,3.29669,0.63518,1.08539,1.3812,0.25453
2025-02-07,3.57721,0.63289,1.1259,1.23979,0.36612
2025-02-08,3.37389,0.79722,1.13125,1.25202,0.3646
2025-02-09,4.00373,0.84385,1.171,1.2375,0.35466
2025-02-10,5.29932,0.59238,1.23673,1.37432,0.32179
2025-02-11,5.08377,0.66881,1.18246,1.46681,0.3195
2025-02-12,4.54031,0.63365,1.39343,1.43088,0.35313
2025-02-13,4.64808,0.66346,1.30629,1.60363,0.35466
2025-02-14,5.54697,0.67493,1.26807,1.78019,0.41275
2025-02-15,3.38306,0.76818,1.14272,1.40336,0.34472
2025-02-16,2.85107,0.82398,1.15189,1.25737,0.35619
2025-02-17,2.36417,0.63671,1.14577,1.39113,0.3195
2025-02-18,2.44519,0.63059,1.19469,1.70529,0.31873
2025-02-19,2.31678,0.63059,1.11596,1.47292,0.30574
2025-02-20,2.29079,0.70015,1.158,1.54171,0.32791
2025-02-21,2.31754,0.70397,1.40184,1.49585,0.33249
2025-02-22,3.72932,0.86525,1.40031,1.39266,0.32867
2025-02-23,2.9833,0.85226,1.31393,1.30094,0.32944
2025-02-24,2.209,0.65352,1.17329,1.33763,0.29427
2025-02-25,2.01485,0.772,1.19087,1.32693,0.30039
2025-02-26,2.13257,0.70397,1.19622,1.34298,0.28434
2025-02-27,1.94453,0.7185,1.14807,1.35292,0.27822
2025-02-28,1.83217,0.7292,1.1603,1.3361,0.28204
2025-03-01,1.84058,1.12819,1.17941,1.23062,0.32867
2025-03-02,2.05078,1.02577,1.19393,1.18323,0.8492
2025-03-03,1.98046,0.96921,1.14883,1.17941,0.73073
2025-03-04,1.7328,0.58855,1.01201,1.09533,0.4311
2025-03-05,1.73586,0.62983,0.97074,1.21915,0.4418
2025-03-06,1.71293,0.64435,1.05176,1.24438,0.3623
2025-03-07,1.80848,0.66575,1.05864,1.33075,0.37224
2025-03-08,1.99192,0.86143,1.16794,1.304,0.40434
2025-03-09,2.36723,0.8836,1.14577,1.34833,0.50982
2025-03-10,2.57207,0.61301,1.02271,1.41712,0.34243
2025-03-11,2.60418,0.72308,1.15342,1.41559,0.41657
2025-03-12,2.42302,0.76436,1.14807,1.35139,0.38294
2025-03-13,2.53386,0.70856,1.171,1.48744,0.37759
2025-03-14,2.81743,0.73378,1.20387,1.7114,0.43721
2025-03-15,1.91625,0.88513,1.09915,1.33381,0.43262
2025-03-16,2.03014,0.87595,1.20157,1.30476,0.42957
2025-03-17,1.7779,0.60308,1.05023,1.36897,0.27058
2025-03-18,1.61662,0.61607,1.13278,1.35903,0.34166
2025-03-19,1.62885,0.66575,1.10068,1.36362,0.34319
2025-03-20,1.57917,0.67798,1.16718,1.31317,0.59696
2025-03-21,1.43852,0.74754,1.06246,1.2826,0.29657
2025-03-22,1.38731,0.8599,1.08845,1.14654,0.32791
2025-03-23,1.54019,0.9264,1.1045,1.11596,0.35772
2025-03-24,1.47369,0.63824,1.1045,1.18552,0.29963
2025-03-25,1.41177,0.81098,1.10297,1.18781,0.34319
2025-03-26,1.23979,0.70397,1.02653,1.18323,0.26523
2025-03-27,1.24514,0.68028,1.11826,1.22909,0.30039
2025-03-28,1.25508,0.73455,1.16718,1.25508,0.3302
2025-03-29,1.37738,0.78958,1.06017,1.18858,0.40511
2025-03-30,1.46528,0.81633,1.12896,1.20616,0.3516
2025-03-31,1.24361,0.59773,1.02271,1.22221,0.27822
2025-04-01,1.19316,0.65658,1.00284,1.14425,0.30574
2025-04-02,1.2352,0.66575,1.13202,1.18629,0.27211
2025-04-03,1.24667,0.66193,1.02042,1.30247,0.27134
2025-04-04,1.27113,0.69327,1.08692,1.27266,0.29657
2025-04-05,1.4133,0.82245,1.10603,1.22145,0.33326
2025-04-06,1.36515,0.88742,1.07851,1.158,0.29275
2025-04-07,1.2375,0.6413,1.10832,1.22756,0.24994
2025-04-08,1.16412,0.64817,1.14042,1.21992,0.25682
2025-04-09,1.25202,0.68257,1.15571,1.31928,0.3088
2025-04-10,1.25126,0.69939,1.02959,1.25126,0.25759
2025-04-11,1.23597,0.77124,1.02042,1.33151,0.26294
2025-04-12,1.4798,0.76818,1.19928,1.28947,0.32408
2025-04-13,1.54324,0.76206,1.34986,1.31928,0.33937
2025-04-14,1.50273,0.6283,1.11749,1.31928,0.2981
2025-04-15,1.43241,0.67416,1.1473,1.36209,0.29351
2025-04-16,1.42171,0.72537,1.10221,1.34527,0.27593
2025-04-17,1.26043,0.64053,1.09762,1.38655,0.27975
2025-04-18,1.31317,0.77964,1.11367,1.27724,0.23924
2025-04-19,1.43929,0.8492,1.03418,1.23979,0.27211
2025-04-20,1.61204,0.81786,1.02653,1.30094,0.26294
2025-04-21,1.90249,0.6734,0.99596,1.36209,0.25376
2025-04-22,1.39801,0.66117,1.00742,1.35062,0.2423
2025-04-23,1.43929,1.04411,1.03112,1.32387,0.2293
2025-04-24,1.35292,0.80945,1.05023,1.32999,0.26064
2025-04-25,1.7672,0.76665,1.13507,1.35139,0.25835
2025-04-26,1.56235,0.86908,0.93022,1.23903,0.28663
2025-04-27,1.60592,0.80869,1.04259,1.17635,0.2744
2025-04-28,1.56694,0.61531,0.99672,1.26578,0.24918
2025-04-29,1.4454,0.64817,1.0059,1.26043,0.2209
2025-04-30,1.30705,0.77506,1.05176,1.26501,0.24306
2025-05-01,1.4691,0.70856,0.96768,1.17329,0.25759
2025-05-02,1.39343,0.69709,1.05864,1.18705,0.26064
2025-05-03,1.51955,0.83009,1.02195,1.18858,0.28587
2025-05-04,1.3812,1.02806,0.9608,1.14425,0.28204
2025-05-05,1.54554,0.94016,1.06628,1.1366,0.33479
2025-05-06,1.61891,0.94475,1.10144,1.17941,0.42116
2025-05-07,1.3789,0.53963,1.05099,1.24514,0.29045
2025-05-08,1.44158,0.72079,1.12131,1.20463,0.32332
2025-05-09,1.40795,0.63671,1.06246,1.32846,0.30956
2025-05-10,1.63114,0.78652,1.16641,1.32311,0.50524
2025-05-11,1.49891,0.79722,1.18399,1.28183,0.33173
2025-05-12,1.39266,0.57862,1.19087,1.28412,0.28204
2025-05-13,1.53178,0.64053,1.16183,1.34298,0.2316
2025-05-14,1.30094,0.70856,1.22068,1.52719,0.29275
2025-05-15,1.40795,0.70244,1.39954,1.70299,0.29886
2025-05-16,1.43088,0.64894,1.11673,1.54401,0.28892
2025-05-17,1.39496,0.81481,1.11749,1.33686,0.25376
2025-05-18,1.54095,0.83086,1.10832,1.21992,0.28663
2025-05-19,1.49662,0.52435,1.06246,1.2696,0.23236
2025-05-20,1.29482,0.63594,1.18705,1.27724,0.25759
2025-05-21,1.33381,0.66881,1.08004,1.24743,0.25529
2025-05-22,1.31317,0.60002,1.09074,1.25814,0.24612
2025-05-23,1.24056,0.63977,1.71981,1.25431,0.27058
2025-05-24,1.37355,0.76054,2.51398,1.20845,0.30498
2025-05-25,1.30094,0.77659,2.13639,1.17176,0.27669
2025-05-26,1.26043,0.54575,1.61815,1.17329,0.28052
2025-05-27,1.16718,0.68028,1.43623,1.36591,0.27211
2025-05-28,1.27954,0.62448,1.37279,1.23215,0.24994
2025-05-29,1.20387,0.63824,1.34451,1.24361,0.25682
2025-05-30,1.14348,0.67187,1.31928,1.1045,0.23007
2025-05-31,1.18705,0.7376,1.36591,1.10526,0.26064
2025-06-01,1.2933,0.75901,1.25737,1.00666,0.2851
2025-06-02,1.57993,0.60919,1.28718,1.04029,0.25376
2025-06-03,1.83599,0.8064,1.33992,1.01736,0.24918
2025-06-04,1.21304,0.60461,1.02806,1.03188,0.22548
2025-06-05,1.30935,0.57556,1.07698,1.07163,0.24077
2025-06-06,1.40413,0.73073,1.19928,1.0831,0.27058
2025-06-07,1.39266,0.78805,1.27342,1.03723,0.26752
2025-06-08,1.47521,0.75977,1.32234,0.99978,0.28128
2025-06-09,1.31546,0.54422,1.55165,1.00284,0.21249
2025-06-10,1.5249,0.55951,1.23979,1.09303,0.21478
2025-06-11,1.44617,0.62448,1.17329,1.17558,0.2874
2025-06-12,1.48362,0.58244,1.25584,1.14348,0.22166
2025-06-13,1.45228,0.63212,1.4691,1.171,0.21784
2025-06-14,1.48668,0.71467,1.58223,1.07316,0.24612
2025-06-15,1.48286,0.70932,1.64796,1.01583,0.28281
2025-06-16,1.39113,0.55034,1.23138,1.16871,0.24306
2025-06-17,1.51573,0.60919,1.26731,1.25049,0.42345
2025-06-18,1.39954,0.58397,1.2826,1.18552,0.24994
2025-06-19,1.39801,0.6413,1.25355,1.16259,0.24688
2025-06-20,1.46146,0.55722,1.18246,1.10526,0.2637
2025-06-21,1.60898,0.70397,1.26884,1.09303,0.27899
2025-06-22,1.59675,0.73225,1.23368,1.12437,0.27899
2025-06-23,1.34069,0.51747,1.73739,1.07851,0.2209
2025-06-24,1.45687,0.54269,1.2589,1.19469,0.25835
2025-06-25,1.424,0.59696,1.2826,1.12284,0.23771
2025-06-26,1.47751,0.58091,1.2245,1.17864,0.22166
2025-06-27,1.39343,0.62754,1.21686,1.14119,0.19491
2025-06-28,1.52643,0.68181,1.1817,1.00819,0.20408
2025-06-29,1.85128,0.71391,1.44693,1.03723,0.24994
2025-06-30,1.54019,0.53734,1.12819,1.0594,0.21096
2025-07-01,1.55165,0.50906,1.13202,1.19699,0.22242
2025-07-02,1.47674,0.5748,1.11826,1.18093,0.18879
2025-07-03,1.59904,0.57327,1.1473,1.21227,0.23618
2025-07-04,1.51802,0.56104,1.06628,1.23368,0.20408
2025-07-05,1.51878,0.72996,1.10526,1.18858,0.21707
2025-07-06,1.61662,0.70932,1.24208,1.15418,0.23236
2025-07-07,1.57305,0.49759,1.01813,2.56443,0.23542
2025-07-08,1.64567,0.55339,1.08004,1.20922,0.23083
2025-07-09,1.53483,0.6069,1.03647,1.16565,0.20943
2025-07-10,1.72287,0.60078,1.06017,1.13431,0.21096
2025-07-11,1.43852,0.56792,1.15877,1.16718,0.3516
2025-07-12,1.57458,0.7162,1.13584,1.04182,0.42192
2025-07-13,1.61204,0.66193,1.35903,1.04106,0.42422
2025-07-14,1.56617,0.49224,1.17406,1.08845,0.23542
2025-07-15,1.60133,0.54499,1.19469,1.18552,0.29427
2025-07-16,1.74351,0.56486,1.2589,1.27419,0.2293
2025-07-17,1.89179,0.53123,1.16335,1.24591,0.24994
2025-07-18,1.72057,0.60843,1.17558,1.21533,0.24918
2025-07-19,1.68847,0.65658,1.21992,1.12284,0.35313
2025-07-20,1.64949,0.74372,1.2031,1.13278,0.24077
2025-07-21,1.55394,0.55645,1.20769,0.96003,0.22242
2025-07-22,1.63726,0.5832,1.09609,1.10221,0.19567
2025-07-23,1.46986,0.59085,1.06246,1.10756,0.22625
2025-07-24,1.57076,0.60537,1.00513,1.12055,0.24
2025-07-25,1.44846,0.62142,1.04641,1.07163,0.22242
2025-07-26,1.42782,0.72079,1.04335,0.94857,0.25911
2025-07-27,1.52337,0.69556,1.05482,1.05864,0.23542
2025-07-28,1.51267,0.52129,1.01813,1.02806,0.21784
2025-07-29,1.56541,0.60002,1.09456,1.15342,0.24153
2025-07-30,1.50502,0.60231,1.0143,1.08539,0.22166
2025-07-31,1.67242,0.66652,1.06169,1.08921,0.22242
2025-08-01,1.5807,0.62754,1.13507,1.08386,0.24153
2025-08-02,1.61509,0.73837,1.17941,0.99978,0.27593
2025-08-03,2.38098,0.71009,1.27113,0.97685,0.27287
2025-08-04,1.89332,0.6734,1.21992,1.17558,0.23542
2025-08-05,1.77102,0.6497,1.29024,1.11444,0.26064
2025-08-06,2.32748,0.5962,1.27419,1.19087,0.29504
2025-08-07,2.06377,0.64053,1.30782,1.0831,0.25376
2025-08-08,1.91243,0.66575,1.16947,1.17023,0.20332
2025-08-09,1.91319,0.82856,1.28947,1.14348,0.27058
2025-08-10,2.26557,0.73149,1.291,1.14501,0.2874
2025-08-11,2.37258,0.57938,1.19775,1.2589,0.23695
2025-08-12,2.38633,0.58167,1.27266,1.15342,0.24688
2025-08-13,2.32748,0.64206,1.20539,1.21839,0.24383
2025-08-14,2.40774,0.66499,1.20387,1.24132,0.31262
2025-08-15,2.30455,0.84309,1.21762,1.09762,0.52129
2025-08-16,2.0225,0.90118,1.33992,1.22603,0.41581
2025-08-17,2.38786,0.75213,1.23138,1.0701,0.33249
2025-08-18,2.38098,0.519,1.18934,1.11214,0.23007
2025-08-19,2.31448,0.56409,1.21686,1.17329,0.28357
2025-08-20,2.13945,0.61684,1.21304,1.24438,0.26599
2025-08-21,4.32323,0.61378,1.22068,1.28871,0.25759
2025-08-22,4.22998,0.62754,1.17864,1.21915,0.24536
2025-08-23,5.81832,0.72002,1.18476,1.12743,0.28969
2025-08-24,4.65343,0.75213,1.28718,1.18934,0.27058
2025-08-25,3.58944,0.60308,1.17635,1.20692,0.23695
2025-08-26,4.43024,0.58091,1.25126,1.22756,0.26294
2025-08-27,3.32879,0.61531,1.27037,1.26578,0.25147
2025-08-28,3.85085,1.07316,1.28947,1.32311,0.24383
2025-08-29,3.69874,0.74448,1.28565,1.17329,0.24383
2025-08-30,3.47249,0.80181,1.26196,1.13966,0.29045
2025-08-31,4.33775,0.76054,1.24591,1.01048,0.3088
2025-09-01,4.08551,0.55798,1.18781,1.15571,0.28128
2025-09-02,3.792,0.58703,1.29253,1.22756,0.26752
2025-09-03,3.35096,0.58932,1.25508,1.11138,0.27822
2025-09-04,3.69951,0.57785,1.24056,1.28718,0.23465
2025-09-05,4.03583,0.63977,1.27419,1.24591,0.26217
2025-09-06,3.50154,0.65735,1.29177,1.10679,0.31873
2025-09-07,3.80117,0.68869,1.40566,1.18399,0.34014
2025-09-08,3.51988,0.59467,1.30094,1.22297,0.32332
2025-09-09,3.82869,0.57021,1.24896,1.32081,0.27287
2025-09-10,3.54129,0.5855,1.31393,1.4691,0.26523
2025-09-11,3.25541,0.58932,1.25966,1.45611,0.25147
2025-09-12,3.39529,0.63212,1.2245,1.2803,0.24459
2025-09-13,3.02381,0.76818,1.34145,1.30705,0.32485
2025-09-14,3.04063,0.72155,1.23673,1.27495,0.27364
2025-09-15,4.53572,0.61531,1.18399,1.39572,0.23465
2025-09-16,5.39257,0.60766,1.19622,1.36362,0.21478
2025-09-17,4.90262,0.6283,1.20387,1.57382,0.22472
2025-09-18,4.17953,0.60231,1.17788,1.61204,0.2637
2025-09-19,3.86079,0.61684,1.20692,1.42171,0.23007
2025-09-20,3.59403,0.69098,1.24667,1.38273,0.27746
2025-09-21,3.86614,0.73531,1.18629,1.26196,0.24688
2025-09-22,4.3454,0.54116,1.18705,1.29788,0.23236
2025-09-23,4.29113,0.60613,1.25737,1.33916,0.23007
2025-09-24,4.21698,0.57097,1.22297,1.39113,0.24153
2025-09-25,4.18488,0.60996,1.1817,1.42859,0.23542
2025-09-26,3.64906,0.59696,1.11367,1.44082,0.22472
2025-09-27,3.14152,0.69174,1.20463,1.27189,0.22166
2025-09-28,3.96245,0.6734,1.24591,1.27572,0.24841
2025-09-29,3.79353,0.52741,1.14119,1.36132,0.22242
2025-09-30,3.82639,0.62371,1.1496,1.34909,0.2293
2025-10-01,3.63148,0.56486,1.13125,1.43776,0.22854
2025-10-02,3.45262,0.60384,1.13278,1.40871,0.21784
2025-10-03,3.74002,0.69404,1.20692,1.27877,0.26217
2025-10-04,3.77518,0.77047,1.16259,1.17406,0.21478
2025-10-05,3.88831,0.76894,1.171,1.12131,0.21019
2025-10-06,4.25902,0.89583,1.08615,1.10373,0.23389
2025-10-07,4.47992,0.97761,1.26884,1.09609,0.27364
2025-10-08,4.21851,0.88054,1.22985,1.23444,0.253
2025-10-09,4.09698,0.78117,1.21686,1.20004,0.27822
2025-10-10,4.86745,0.58473,1.21151,1.16412,0.25147
2025-10-11,5.07842,0.72308,1.27113,1.18552,0.33096
2025-10-12,5.08683,0.67111,1.23826,1.20081,0.36689
2025-10-13,5.67921,0.45861,1.18629,1.20845,0.2637
2025-10-14,5.75947,0.55569,1.2031,1.23826,0.25759
2025-10-15,5.93221,0.57632,1.13125,1.19393,0.25147
2025-10-16,6.29299,0.5962,1.2352,1.25966,0.25606
2025-10-17,6.08661,0.61148,1.08615,1.2161,0.27593
2025-10-18,5.93145,0.73073,1.22145,1.19775,0.26905
2025-10-19,6.3893,0.68104,1.25508,1.20692,0.24918
2025-10-20,6.35108,0.52358,1.11138,1.24361,0.26294
2025-10-21,6.59491,0.58167,1.11826,1.23062,0.30574
2025-10-22,6.19592,0.56792,1.17482,1.22985,0.26217
2025-10-23,6.31134,0.57097,1.21686,1.38961,0.26599
2025-10-24,6.01323,0.60308,1.14195,1.30094,0.26905
2025-10-25,6.17528,0.74831,1.12819,1.20539,0.32867
2025-10-26,7.05353,0.67722,1.16106,1.25508,0.32561
2025-10-27,7.54196,0.54193,1.20387,1.27648,0.24077
2025-10-28,7.29278,0.57174,1.25278,1.41254,0.29504
2025-10-29,7.70095,0.59926,1.17482,1.37738,0.23313
2025-10-30,7.47852,0.53123,1.14883,1.57305,0.26294
2025-10-31,6.81964,0.54651,1.13966,1.41177,0.28969
2025-11-01,7.04742,0.67569,1.21304,1.28412,0.27899
